,time,HeatingDemand_Artiestenbuurt.target_heat_demand,HeatingDemand_DeStrijp_1.target_heat_demand,HeatingDemand_DeStrijp_2.target_heat_demand,HeatingDemand_DeStrijp_3.target_heat_demand,HeatingDemand_Hoekpolder.target_heat_demand,HeatingDemand_HuisTeLande.target_heat_demand,HeatingDemand_Kleurenbuurt.target_heat_demand,HeatingDemand_Ministerbuurt_1.target_heat_demand,HeatingDemand_Ministerbuurt_2.target_heat_demand,HeatingDemand_Muziekbuurt.target_heat_demand,HeatingDemand_Presidentenbuurt.target_heat_demand,HeatingDemand_Rembrandtkwartier_1.target_heat_demand,HeatingDemand_Rembrandtkwartier_2.target_heat_demand,HeatingDemand_Stationskwartier.target_heat_demand,HeatingDemand_Stervoorde_1.target_heat_demand,HeatingDemand_Stervoorde_2.target_heat_demand,HeatingDemand_Stervoorde_3.target_heat_demand,HeatingDemand_Stervoorde_4.target_heat_demand,HeatingDemand_Stervoorde_5.target_heat_demand,HeatingDemand_TeWerve.target_heat_demand,HeatingDemand_Artiestbuurt_2.target_heat_demand,HeatingDemand_Artiestenbuurt_1.target_heat_demand,HeatingDemand_Muziekbuurt_1.target_heat_demand,HeatingDemand_Muziekbuurt_2.target_heat_demand,HeatingDemand_Muziekbuurt_3.target_heat_demand,HeatingDemand_TeWerve_1.target_heat_demand,HeatingDemand_TeWerve_2.target_heat_demand,HeatingDemand_TeWerve_3.target_heat_demand,HeatingDemand_TeWerve_4.target_heat_demand,HeatingDemand_WelGelegen.target_heat_demand,HeatingDemand_2bbd .target_heat_demand,HeatingDemand_2bbd.target_heat_demand,HeatingDemand_fea2.target_heat_demand
4431,04-07-2019 15:00,19.82437,9.22808,9.22808,9.22808,7.94618,13.25929,24.6829,10.96922,16.69516,38.14592,7.9319,20.46086,20.46086,10.91426,9.19876,13.65734,23.79949,6.77099,8.59999,31.25302,9.912185,9.912185,12.715306666666665,12.715306666666665,12.715306666666665,7.813255,7.813255,7.813255,7.813255,19.82437,19.82437,19.82437,19.82437
4432,04-07-2019 16:00,22.30242,10.38159,10.38159,10.38159,8.93945,14.9167,27.76826,12.34038,18.78206,42.91416,8.92338,23.01847,23.01847,12.27855,10.3486,15.36451,26.77442,7.61736,9.67499,35.15965,11.15121,11.15121,14.304720000000001,14.304720000000001,14.304720000000001,8.7899125,8.7899125,8.7899125,8.7899125,22.30242,22.30242,22.30242,22.30242
4433,04-07-2019 17:00,36.34468,16.91815,16.91815,16.91815,14.56799,24.3087,45.25199,20.11025,30.6078,69.93418,14.54181,37.51158,37.51158,20.00948,16.86439,25.03846,43.6324,12.41348,15.76665,57.29722,18.17234,18.17234,23.31139333333333,23.31139333333333,23.31139333333333,14.324305,14.324305,14.324305,14.324305,36.34468,36.34468,36.34468,36.34468
4434,04-07-2019 18:00,64.42922,29.99127,29.99127,29.99127,25.82508,43.09269,80.21942,35.64998,54.25929,123.97424,25.77867,66.49781,66.49781,35.47136,29.89596,44.38636,77.34833,22.00572,27.94998,101.57233,32.21461,32.21461,41.32474666666666,41.32474666666666,41.32474666666666,25.3930825,25.3930825,25.3930825,25.3930825,64.42922,64.42922,64.42922,64.42922
4435,04-07-2019 19:00,65.25522,30.37577,30.37577,30.37577,26.15617,43.64515,81.24787,36.10703,54.95492,125.56363,26.10916,67.35034,67.35034,35.92611,30.27924,44.9554,78.33997,22.28784,28.30831,102.87452,32.62761,32.62761,41.85454333333333,41.85454333333333,41.85454333333333,25.71863,25.71863,25.71863,25.71863,65.25522,65.25522,65.25522,65.25522
4436,04-07-2019 20:00,57.82108,26.91524,26.91524,26.91524,23.17635,38.67293,71.99179,31.99357,48.69424,111.25892,23.1347,59.67752,59.67752,31.83327,26.82971,39.83391,69.41517,19.74872,25.08331,91.15465,28.91054,28.91054,37.086306666666665,37.086306666666665,37.086306666666665,22.7886625,22.7886625,22.7886625,22.7886625,57.82108,57.82108,57.82108,57.82108
4437,04-07-2019 21:00,47.9089,22.3012,22.3012,22.3012,19.20326,32.04328,59.65033,26.50896,40.34665,92.18596,19.16875,49.44708,49.44708,26.37613,22.23033,33.00524,57.51543,16.36323,20.78331,75.52814,23.95445,23.95445,30.72865333333333,30.72865333333333,30.72865333333333,18.882035,18.882035,18.882035,18.882035,47.9089,47.9089,47.9089,47.9089
4438,04-07-2019 22:00,33.86664,15.76464,15.76464,15.76464,13.57472,22.65129,42.16662,18.73909,28.52091,65.16596,13.55032,34.95397,34.95397,18.6452,15.71454,23.33129,40.65746,11.56711,14.69165,53.39058,16.93332,16.93332,21.721986666666666,21.721986666666666,21.721986666666666,13.347645,13.347645,13.347645,13.347645,33.86664,33.86664,33.86664,33.86664
4439,04-07-2019 23:00,16.52032,7.69007,7.69007,7.69007,6.62182,11.04941,20.56908,9.14102,13.91264,31.78827,6.60992,17.05072,17.05072,9.09522,7.66563,11.38112,19.83291,5.64249,7.16666,26.04419,8.26016,8.26016,10.59609,10.59609,10.59609,6.5110475,6.5110475,6.5110475,6.5110475,16.52032,16.52032,16.52032,16.52032
4440,05-07-2019 00:00,5.78211,2.69152,2.69152,2.69152,2.31763,3.86729,7.19917,3.19936,4.86942,11.12589,2.31347,5.96775,5.96775,3.18332,2.68297,3.98339,6.94151,1.97487,2.50833,9.11546,2.891055,2.891055,3.70863,3.70863,3.70863,2.278865,2.278865,2.278865,2.278865,5.78211,5.78211,5.78211,5.78211
4441,05-07-2019 01:00,3.30406,1.53801,1.53801,1.53801,1.32436,2.20988,4.11381,1.8282,2.78252,6.35764,1.32198,3.41014,3.41014,1.81904,1.53312,2.27622,3.96658,1.1285,1.43333,5.20883,1.65203,1.65203,2.119213333333333,2.119213333333333,2.119213333333333,1.3022075,1.3022075,1.3022075,1.3022075,3.30406,3.30406,3.30406,3.30406
4442,05-07-2019 02:00,0.82561,0.38431,0.38431,0.38431,0.33093,0.5522,1.02795,0.45683,0.69529,1.58863,0.33033,0.85212,0.85212,0.45454,0.38309,0.56878,0.99116,0.28199,0.35816,1.30157,0.412805,0.412805,0.5295433333333334,0.5295433333333334,0.5295433333333334,0.3253925,0.3253925,0.3253925,0.3253925,0.82561,0.82561,0.82561,0.82561
4443,05-07-2019 03:00,0.82561,0.38431,0.38431,0.38431,0.33093,0.5522,1.02795,0.45683,0.69529,1.58863,0.33033,0.85212,0.85212,0.45454,0.38309,0.56878,0.99116,0.28199,0.35816,1.30157,0.412805,0.412805,0.5295433333333334,0.5295433333333334,0.5295433333333334,0.3253925,0.3253925,0.3253925,0.3253925,0.82561,0.82561,0.82561,0.82561
4444,05-07-2019 04:00,1.65203,0.76901,0.76901,0.76901,0.66218,1.10494,2.05691,0.9141,1.39126,3.17882,0.66099,1.70507,1.70507,0.90952,0.76656,1.13811,1.98329,0.56425,0.71667,2.60442,0.826015,0.826015,1.0596066666666666,1.0596066666666666,1.0596066666666666,0.651105,0.651105,0.651105,0.651105,1.65203,1.65203,1.65203,1.65203
4445,05-07-2019 05:00,5.78211,2.69152,2.69152,2.69152,2.31763,3.86729,7.19917,3.19936,4.86942,11.12589,2.31347,5.96775,5.96775,3.18332,2.68297,3.98339,6.94151,1.97487,2.50833,9.11546,2.891055,2.891055,3.70863,3.70863,3.70863,2.278865,2.278865,2.278865,2.278865,5.78211,5.78211,5.78211,5.78211
4446,05-07-2019 06:00,46.25688,21.53219,21.53219,21.53219,18.54108,30.93834,57.59343,25.59486,38.95538,89.00713,18.50776,47.74202,47.74202,25.46661,21.46376,31.86713,55.53213,15.79898,20.06665,72.92372,23.12844,23.12844,29.669043333333335,29.669043333333335,29.669043333333335,18.23093,18.23093,18.23093,18.23093,46.25688,46.25688,46.25688,46.25688
4447,05-07-2019 07:00,76.81945,35.75882,35.75882,35.75882,30.79143,51.37974,95.64622,42.50574,64.69377,147.81543,30.7361,79.28584,79.28584,42.29277,35.64518,52.92219,92.223,26.23759,33.32497,121.10545,38.409725,38.409725,49.271809999999995,49.271809999999995,49.271809999999995,30.2763625,30.2763625,30.2763625,30.2763625,76.81945,76.81945,76.81945,76.81945
4448,05-07-2019 08:00,59.47312,27.68425,27.68425,27.68425,23.83853,39.77786,74.04869,32.90767,50.08549,114.43774,23.79569,61.38258,61.38258,32.74279,27.59627,40.97202,71.39846,20.31297,25.79998,93.75906,29.73656,29.73656,38.14591333333333,38.14591333333333,38.14591333333333,23.439765,23.439765,23.439765,23.439765,59.47312,59.47312,59.47312,59.47312
4449,05-07-2019 09:00,70.21132,32.68279,32.68279,32.68279,28.14271,46.95998,87.41859,38.84933,59.12871,135.10011,28.09213,72.46556,72.46556,38.65468,32.57893,48.36974,84.28984,23.98059,30.4583,110.68779,35.10566,35.10566,45.03337,45.03337,45.03337,27.6719475,27.6719475,27.6719475,27.6719475,70.21132,70.21132,70.21132,70.21132
4450,05-07-2019 10:00,50.38695,23.45471,23.45471,23.45471,20.19653,33.70069,62.7357,27.88011,42.43355,96.9542,20.16024,52.00469,52.00469,27.74042,23.38017,34.7124,60.49037,17.2096,21.85831,79.43476,25.193475,25.193475,32.31806666666667,32.31806666666667,32.31806666666667,19.85869,19.85869,19.85869,19.85869,50.38695,50.38695,50.38695,50.38695
4451,05-07-2019 11:00,43.77883,20.37868,20.37868,20.37868,17.54781,29.28093,54.50806,24.2237,36.86849,84.23889,17.51627,45.1844,45.1844,24.10233,20.31392,30.15996,52.5572,14.9526,18.99165,69.01709,21.889415,21.889415,28.079629999999998,28.079629999999998,28.079629999999998,17.2542725,17.2542725,17.2542725,17.2542725,43.77883,43.77883,43.77883,43.77883
4452,05-07-2019 12:00,37.17069,17.30265,17.30265,17.30265,14.89908,24.86116,46.28044,20.5673,31.30343,71.52359,14.87231,38.36411,38.36411,20.46424,17.24767,25.60751,44.62404,12.69561,16.12499,58.59942,18.585345,18.585345,23.841196666666665,23.841196666666665,23.841196666666665,14.649855,14.649855,14.649855,14.649855,37.17069,37.17069,37.17069,37.17069
4453,05-07-2019 13:00,29.73656,13.84213,13.84213,13.84213,11.91927,19.88893,37.02435,16.45384,25.04275,57.21889,11.89785,30.6913,30.6913,16.3714,13.79814,20.48601,35.69924,10.15649,12.89999,46.87954,14.86828,14.86828,19.072963333333334,19.072963333333334,19.072963333333334,11.719885,11.719885,11.719885,11.719885,29.73656,29.73656,29.73656,29.73656
4454,05-07-2019 14:00,25.60648,11.91961,11.91961,11.91961,10.26381,17.12658,31.88207,14.16858,21.56459,49.27181,10.24537,26.42861,26.42861,14.09759,11.88173,17.64073,30.741,8.74586,11.10832,40.36848,12.80324,12.80324,16.423936666666666,16.423936666666666,16.423936666666666,10.09212,10.09212,10.09212,10.09212,25.60648,25.60648,25.60648,25.60648
4455,05-07-2019 15:00,19.82437,9.22808,9.22808,9.22808,7.94618,13.25929,24.6829,10.96922,16.69516,38.14592,7.9319,20.46086,20.46086,10.91426,9.19876,13.65734,23.79949,6.77099,8.59999,31.25302,9.912185,9.912185,12.715306666666665,12.715306666666665,12.715306666666665,7.813255,7.813255,7.813255,7.813255,19.82437,19.82437,19.82437,19.82437
4456,05-07-2019 16:00,22.30242,10.38159,10.38159,10.38159,8.93945,14.9167,27.76826,12.34038,18.78206,42.91416,8.92338,23.01847,23.01847,12.27855,10.3486,15.36451,26.77442,7.61736,9.67499,35.15965,11.15121,11.15121,14.304720000000001,14.304720000000001,14.304720000000001,8.7899125,8.7899125,8.7899125,8.7899125,22.30242,22.30242,22.30242,22.30242
4457,05-07-2019 17:00,36.34468,16.91815,16.91815,16.91815,14.56799,24.3087,45.25199,20.11025,30.6078,69.93418,14.54181,37.51158,37.51158,20.00948,16.86439,25.03846,43.6324,12.41348,15.76665,57.29722,18.17234,18.17234,23.31139333333333,23.31139333333333,23.31139333333333,14.324305,14.324305,14.324305,14.324305,36.34468,36.34468,36.34468,36.34468
4458,05-07-2019 18:00,64.42922,29.99127,29.99127,29.99127,25.82508,43.09269,80.21942,35.64998,54.25929,123.97424,25.77867,66.49781,66.49781,35.47136,29.89596,44.38636,77.34833,22.00572,27.94998,101.57233,32.21461,32.21461,41.32474666666666,41.32474666666666,41.32474666666666,25.3930825,25.3930825,25.3930825,25.3930825,64.42922,64.42922,64.42922,64.42922
4459,05-07-2019 19:00,65.25522,30.37577,30.37577,30.37577,26.15617,43.64515,81.24787,36.10703,54.95492,125.56363,26.10916,67.35034,67.35034,35.92611,30.27924,44.9554,78.33997,22.28784,28.30831,102.87452,32.62761,32.62761,41.85454333333333,41.85454333333333,41.85454333333333,25.71863,25.71863,25.71863,25.71863,65.25522,65.25522,65.25522,65.25522
4460,05-07-2019 20:00,57.82108,26.91524,26.91524,26.91524,23.17635,38.67293,71.99179,31.99357,48.69424,111.25892,23.1347,59.67752,59.67752,31.83327,26.82971,39.83391,69.41517,19.74872,25.08331,91.15465,28.91054,28.91054,37.086306666666665,37.086306666666665,37.086306666666665,22.7886625,22.7886625,22.7886625,22.7886625,57.82108,57.82108,57.82108,57.82108
4461,05-07-2019 21:00,47.9089,22.3012,22.3012,22.3012,19.20326,32.04328,59.65033,26.50896,40.34665,92.18596,19.16875,49.44708,49.44708,26.37613,22.23033,33.00524,57.51543,16.36323,20.78331,75.52814,23.95445,23.95445,30.72865333333333,30.72865333333333,30.72865333333333,18.882035,18.882035,18.882035,18.882035,47.9089,47.9089,47.9089,47.9089
4462,05-07-2019 22:00,33.86664,15.76464,15.76464,15.76464,13.57472,22.65129,42.16662,18.73909,28.52091,65.16596,13.55032,34.95397,34.95397,18.6452,15.71454,23.33129,40.65746,11.56711,14.69165,53.39058,16.93332,16.93332,21.721986666666666,21.721986666666666,21.721986666666666,13.347645,13.347645,13.347645,13.347645,33.86664,33.86664,33.86664,33.86664
4463,05-07-2019 23:00,16.52032,7.69007,7.69007,7.69007,6.62182,11.04941,20.56908,9.14102,13.91264,31.78827,6.60992,17.05072,17.05072,9.09522,7.66563,11.38112,19.83291,5.64249,7.16666,26.04419,8.26016,8.26016,10.59609,10.59609,10.59609,6.5110475,6.5110475,6.5110475,6.5110475,16.52032,16.52032,16.52032,16.52032
4464,06-07-2019 00:00,5.78211,2.69152,2.69152,2.69152,2.31763,3.86729,7.19917,3.19936,4.86942,11.12589,2.31347,5.96775,5.96775,3.18332,2.68297,3.98339,6.94151,1.97487,2.50833,9.11546,2.891055,2.891055,3.70863,3.70863,3.70863,2.278865,2.278865,2.278865,2.278865,5.78211,5.78211,5.78211,5.78211
4465,06-07-2019 01:00,3.30406,1.53801,1.53801,1.53801,1.32436,2.20988,4.11381,1.8282,2.78252,6.35764,1.32198,3.41014,3.41014,1.81904,1.53312,2.27622,3.96658,1.1285,1.43333,5.20883,1.65203,1.65203,2.119213333333333,2.119213333333333,2.119213333333333,1.3022075,1.3022075,1.3022075,1.3022075,3.30406,3.30406,3.30406,3.30406
4466,06-07-2019 02:00,0.82561,0.38431,0.38431,0.38431,0.33093,0.5522,1.02795,0.45683,0.69529,1.58863,0.33033,0.85212,0.85212,0.45454,0.38309,0.56878,0.99116,0.28199,0.35816,1.30157,0.412805,0.412805,0.5295433333333334,0.5295433333333334,0.5295433333333334,0.3253925,0.3253925,0.3253925,0.3253925,0.82561,0.82561,0.82561,0.82561
4467,06-07-2019 03:00,0.82561,0.38431,0.38431,0.38431,0.33093,0.5522,1.02795,0.45683,0.69529,1.58863,0.33033,0.85212,0.85212,0.45454,0.38309,0.56878,0.99116,0.28199,0.35816,1.30157,0.412805,0.412805,0.5295433333333334,0.5295433333333334,0.5295433333333334,0.3253925,0.3253925,0.3253925,0.3253925,0.82561,0.82561,0.82561,0.82561
4468,06-07-2019 04:00,1.65203,0.76901,0.76901,0.76901,0.66218,1.10494,2.05691,0.9141,1.39126,3.17882,0.66099,1.70507,1.70507,0.90952,0.76656,1.13811,1.98329,0.56425,0.71667,2.60442,0.826015,0.826015,1.0596066666666666,1.0596066666666666,1.0596066666666666,0.651105,0.651105,0.651105,0.651105,1.65203,1.65203,1.65203,1.65203
4469,06-07-2019 05:00,5.78211,2.69152,2.69152,2.69152,2.31763,3.86729,7.19917,3.19936,4.86942,11.12589,2.31347,5.96775,5.96775,3.18332,2.68297,3.98339,6.94151,1.97487,2.50833,9.11546,2.891055,2.891055,3.70863,3.70863,3.70863,2.278865,2.278865,2.278865,2.278865,5.78211,5.78211,5.78211,5.78211
4470,06-07-2019 06:00,46.25688,21.53219,21.53219,21.53219,18.54108,30.93834,57.59343,25.59486,38.95538,89.00713,18.50776,47.74202,47.74202,25.46661,21.46376,31.86713,55.53213,15.79898,20.06665,72.92372,23.12844,23.12844,29.669043333333335,29.669043333333335,29.669043333333335,18.23093,18.23093,18.23093,18.23093,46.25688,46.25688,46.25688,46.25688
4471,06-07-2019 07:00,76.81945,35.75882,35.75882,35.75882,30.79143,51.37974,95.64622,42.50574,64.69377,147.81543,30.7361,79.28584,79.28584,42.29277,35.64518,52.92219,92.223,26.23759,33.32497,121.10545,38.409725,38.409725,49.271809999999995,49.271809999999995,49.271809999999995,30.2763625,30.2763625,30.2763625,30.2763625,76.81945,76.81945,76.81945,76.81945
4472,06-07-2019 08:00,59.47312,27.68425,27.68425,27.68425,23.83853,39.77786,74.04869,32.90767,50.08549,114.43774,23.79569,61.38258,61.38258,32.74279,27.59627,40.97202,71.39846,20.31297,25.79998,93.75906,29.73656,29.73656,38.14591333333333,38.14591333333333,38.14591333333333,23.439765,23.439765,23.439765,23.439765,59.47312,59.47312,59.47312,59.47312
4473,06-07-2019 09:00,70.21132,32.68279,32.68279,32.68279,28.14271,46.95998,87.41859,38.84933,59.12871,135.10011,28.09213,72.46556,72.46556,38.65468,32.57893,48.36974,84.28984,23.98059,30.4583,110.68779,35.10566,35.10566,45.03337,45.03337,45.03337,27.6719475,27.6719475,27.6719475,27.6719475,70.21132,70.21132,70.21132,70.21132
4474,06-07-2019 10:00,50.38695,23.45471,23.45471,23.45471,20.19653,33.70069,62.7357,27.88011,42.43355,96.9542,20.16024,52.00469,52.00469,27.74042,23.38017,34.7124,60.49037,17.2096,21.85831,79.43476,25.193475,25.193475,32.31806666666667,32.31806666666667,32.31806666666667,19.85869,19.85869,19.85869,19.85869,50.38695,50.38695,50.38695,50.38695
4475,06-07-2019 11:00,43.77883,20.37868,20.37868,20.37868,17.54781,29.28093,54.50806,24.2237,36.86849,84.23889,17.51627,45.1844,45.1844,24.10233,20.31392,30.15996,52.5572,14.9526,18.99165,69.01709,21.889415,21.889415,28.079629999999998,28.079629999999998,28.079629999999998,17.2542725,17.2542725,17.2542725,17.2542725,43.77883,43.77883,43.77883,43.77883
4476,06-07-2019 12:00,37.17069,17.30265,17.30265,17.30265,14.89908,24.86116,46.28044,20.5673,31.30343,71.52359,14.87231,38.36411,38.36411,20.46424,17.24767,25.60751,44.62404,12.69561,16.12499,58.59942,18.585345,18.585345,23.841196666666665,23.841196666666665,23.841196666666665,14.649855,14.649855,14.649855,14.649855,37.17069,37.17069,37.17069,37.17069
4477,06-07-2019 13:00,29.73656,13.84213,13.84213,13.84213,11.91927,19.88893,37.02435,16.45384,25.04275,57.21889,11.89785,30.6913,30.6913,16.3714,13.79814,20.48601,35.69924,10.15649,12.89999,46.87954,14.86828,14.86828,19.072963333333334,19.072963333333334,19.072963333333334,11.719885,11.719885,11.719885,11.719885,29.73656,29.73656,29.73656,29.73656
4478,06-07-2019 14:00,25.60648,11.91961,11.91961,11.91961,10.26381,17.12658,31.88207,14.16858,21.56459,49.27181,10.24537,26.42861,26.42861,14.09759,11.88173,17.64073,30.741,8.74586,11.10832,40.36848,12.80324,12.80324,16.423936666666666,16.423936666666666,16.423936666666666,10.09212,10.09212,10.09212,10.09212,25.60648,25.60648,25.60648,25.60648
4479,06-07-2019 15:00,19.82437,9.22808,9.22808,9.22808,7.94618,13.25929,24.6829,10.96922,16.69516,38.14592,7.9319,20.46086,20.46086,10.91426,9.19876,13.65734,23.79949,6.77099,8.59999,31.25302,9.912185,9.912185,12.715306666666665,12.715306666666665,12.715306666666665,7.813255,7.813255,7.813255,7.813255,19.82437,19.82437,19.82437,19.82437
4480,06-07-2019 16:00,22.30242,10.38159,10.38159,10.38159,8.93945,14.9167,27.76826,12.34038,18.78206,42.91416,8.92338,23.01847,23.01847,12.27855,10.3486,15.36451,26.77442,7.61736,9.67499,35.15965,11.15121,11.15121,14.304720000000001,14.304720000000001,14.304720000000001,8.7899125,8.7899125,8.7899125,8.7899125,22.30242,22.30242,22.30242,22.30242
4481,06-07-2019 17:00,36.34468,16.91815,16.91815,16.91815,14.56799,24.3087,45.25199,20.11025,30.6078,69.93418,14.54181,37.51158,37.51158,20.00948,16.86439,25.03846,43.6324,12.41348,15.76665,57.29722,18.17234,18.17234,23.31139333333333,23.31139333333333,23.31139333333333,14.324305,14.324305,14.324305,14.324305,36.34468,36.34468,36.34468,36.34468
4482,06-07-2019 18:00,64.42922,29.99127,29.99127,29.99127,25.82508,43.09269,80.21942,35.64998,54.25929,123.97424,25.77867,66.49781,66.49781,35.47136,29.89596,44.38636,77.34833,22.00572,27.94998,101.57233,32.21461,32.21461,41.32474666666666,41.32474666666666,41.32474666666666,25.3930825,25.3930825,25.3930825,25.3930825,64.42922,64.42922,64.42922,64.42922
4483,06-07-2019 19:00,65.25522,30.37577,30.37577,30.37577,26.15617,43.64515,81.24787,36.10703,54.95492,125.56363,26.10916,67.35034,67.35034,35.92611,30.27924,44.9554,78.33997,22.28784,28.30831,102.87452,32.62761,32.62761,41.85454333333333,41.85454333333333,41.85454333333333,25.71863,25.71863,25.71863,25.71863,65.25522,65.25522,65.25522,65.25522
4484,06-07-2019 20:00,57.82108,26.91524,26.91524,26.91524,23.17635,38.67293,71.99179,31.99357,48.69424,111.25892,23.1347,59.67752,59.67752,31.83327,26.82971,39.83391,69.41517,19.74872,25.08331,91.15465,28.91054,28.91054,37.086306666666665,37.086306666666665,37.086306666666665,22.7886625,22.7886625,22.7886625,22.7886625,57.82108,57.82108,57.82108,57.82108
4485,06-07-2019 21:00,47.9089,22.3012,22.3012,22.3012,19.20326,32.04328,59.65033,26.50896,40.34665,92.18596,19.16875,49.44708,49.44708,26.37613,22.23033,33.00524,57.51543,16.36323,20.78331,75.52814,23.95445,23.95445,30.72865333333333,30.72865333333333,30.72865333333333,18.882035,18.882035,18.882035,18.882035,47.9089,47.9089,47.9089,47.9089
4486,06-07-2019 22:00,33.86664,15.76464,15.76464,15.76464,13.57472,22.65129,42.16662,18.73909,28.52091,65.16596,13.55032,34.95397,34.95397,18.6452,15.71454,23.33129,40.65746,11.56711,14.69165,53.39058,16.93332,16.93332,21.721986666666666,21.721986666666666,21.721986666666666,13.347645,13.347645,13.347645,13.347645,33.86664,33.86664,33.86664,33.86664
4487,06-07-2019 23:00,16.52032,7.69007,7.69007,7.69007,6.62182,11.04941,20.56908,9.14102,13.91264,31.78827,6.60992,17.05072,17.05072,9.09522,7.66563,11.38112,19.83291,5.64249,7.16666,26.04419,8.26016,8.26016,10.59609,10.59609,10.59609,6.5110475,6.5110475,6.5110475,6.5110475,16.52032,16.52032,16.52032,16.52032
4488,07-07-2019 00:00,5.78211,2.69152,2.69152,2.69152,2.31763,3.86729,7.19917,3.19936,4.86942,11.12589,2.31347,5.96775,5.96775,3.18332,2.68297,3.98339,6.94151,1.97487,2.50833,9.11546,2.891055,2.891055,3.70863,3.70863,3.70863,2.278865,2.278865,2.278865,2.278865,5.78211,5.78211,5.78211,5.78211
4489,07-07-2019 01:00,3.30406,1.53801,1.53801,1.53801,1.32436,2.20988,4.11381,1.8282,2.78252,6.35764,1.32198,3.41014,3.41014,1.81904,1.53312,2.27622,3.96658,1.1285,1.43333,5.20883,1.65203,1.65203,2.119213333333333,2.119213333333333,2.119213333333333,1.3022075,1.3022075,1.3022075,1.3022075,3.30406,3.30406,3.30406,3.30406
4490,07-07-2019 02:00,0.82561,0.38431,0.38431,0.38431,0.33093,0.5522,1.02795,0.45683,0.69529,1.58863,0.33033,0.85212,0.85212,0.45454,0.38309,0.56878,0.99116,0.28199,0.35816,1.30157,0.412805,0.412805,0.5295433333333334,0.5295433333333334,0.5295433333333334,0.3253925,0.3253925,0.3253925,0.3253925,0.82561,0.82561,0.82561,0.82561
4491,07-07-2019 03:00,0.82561,0.38431,0.38431,0.38431,0.33093,0.5522,1.02795,0.45683,0.69529,1.58863,0.33033,0.85212,0.85212,0.45454,0.38309,0.56878,0.99116,0.28199,0.35816,1.30157,0.412805,0.412805,0.5295433333333334,0.5295433333333334,0.5295433333333334,0.3253925,0.3253925,0.3253925,0.3253925,0.82561,0.82561,0.82561,0.82561
4492,07-07-2019 04:00,1.65203,0.76901,0.76901,0.76901,0.66218,1.10494,2.05691,0.9141,1.39126,3.17882,0.66099,1.70507,1.70507,0.90952,0.76656,1.13811,1.98329,0.56425,0.71667,2.60442,0.826015,0.826015,1.0596066666666666,1.0596066666666666,1.0596066666666666,0.651105,0.651105,0.651105,0.651105,1.65203,1.65203,1.65203,1.65203
4493,07-07-2019 05:00,5.78211,2.69152,2.69152,2.69152,2.31763,3.86729,7.19917,3.19936,4.86942,11.12589,2.31347,5.96775,5.96775,3.18332,2.68297,3.98339,6.94151,1.97487,2.50833,9.11546,2.891055,2.891055,3.70863,3.70863,3.70863,2.278865,2.278865,2.278865,2.278865,5.78211,5.78211,5.78211,5.78211
4494,07-07-2019 06:00,46.25688,21.53219,21.53219,21.53219,18.54108,30.93834,57.59343,25.59486,38.95538,89.00713,18.50776,47.74202,47.74202,25.46661,21.46376,31.86713,55.53213,15.79898,20.06665,72.92372,23.12844,23.12844,29.669043333333335,29.669043333333335,29.669043333333335,18.23093,18.23093,18.23093,18.23093,46.25688,46.25688,46.25688,46.25688
